group,score,num_keywords,keywords,num_docs,doc_ids,x,y
1,0.8636737955,17,"['GIS and machine learning technique', 'weighted complex network', 'reinforcement learning', 'confirmation and machine learning', 'advanced machine learning method', 'machine learning method', 'graph clustering model', 'Matrix Tensor Factorization', 'Nonnegative CMTF model', 'LightGBM and XGBoost method', 'Euclidean distance', 'joint nonnegative matrix factorization model', 'machine learning', 'segmentation model', 'deep learning predictor', 'automatic wearable fall detection system', 'machine learning technique']",15,"[104, 127, 233, 281, 326, 373, 395, 410, 423, 459, 491, 522, 536, 541, 542]","[5.1300001144, 5.4200000763, 5.4299998283, 5.3299999237, 5.2800002098, 5.3299999237, 5.4000000954, 5.3600001335, 5.3600001335, 5.25, 5.3699998856, 5.3099999428, 5.4200000763, 5.4299998283, 5.4000000954, 5.1999998093, 5.3800001144]","[5.8899998665, 5.9499998093, 5.9000000954, 5.9099998474, 5.8699998856, 5.9400000572, 5.9400000572, 5.8800001144, 5.8600001335, 5.9099998474, 5.9800000191, 5.8699998856, 5.9299998283, 5.9699997902, 5.9000000954, 5.9000000954, 5.9200000763]"
2,0.820886301,12,"['new Dynamic urban Thermal Exposure index', 'urban planning', 'performative urban place', 'urban morphology', 'further urban planning and POI recommendation', 'smart city environment', 'urban planning and traffic monitoring', 'inner city region', 'urban region', 'urban resource planning', 'effective urban planning', 'urban planning and optimization']",13,"[62, 233, 296, 337, 395, 410, 423, 459, 491, 516, 522, 542, 574]","[5.3000001907, 5.6500000954, 5.6300001144, 5.4699997902, 5.5599999428, 5.6500000954, 5.4899997711, 5.5900001526, 5.5900001526, 5.5700001717, 5.6300001144, 5.5799999237]","[5.8899998665, 5.8600001335, 5.8699998856, 5.9200000763, 5.8600001335, 5.9099998474, 5.8400001526, 5.9499998093, 5.9299998283, 5.8600001335, 5.8800001144, 5.8699998856]"
3,0.6923403319,10,"['smartphone location data', 'reachability feature', 'Geolocated telecom data', 'real mobile phone dataset', 'cellular radio tower geo positioning', 'public record and SNS data', 'single triaxial accelerometer', 'mobile phone data', 'available mobile phone data', 'mobile phone user']",9,"[62, 296, 337, 358, 373, 459, 541, 542, 574]","[5.4200000763, 5.5199999809, 5.3400001526, 5.4800000191, 5.2600002289, 5.4000000954, 5.1999998093, 5.5100002289, 5.4800000191, 5.5300002098]","[6.0900001526, 6.0599999428, 6.0999999046, 6.1700000763, 6.0399999619, 6.1199998856, 5.9699997902, 6.1199998856, 6.0999999046, 6.0399999619]"
4,0.6691025689,16,"['foot traffic', 'human mobility pattern', 'mass movement', 'animal migration understanding', 'travel behavior', 'complex public transit travel pattern', 'hierarchical mobility community', 'human mobility analysis', 'bike flow pattern discovery', 'transportation mode label', 'human mobility prediction model', 'human mobility data', 'tourist move', 'urban human mobility data', 'elderly people', 'understanding and structuring mobility data']",15,"[62, 127, 233, 281, 296, 326, 373, 395, 423, 459, 491, 516, 536, 541, 571]","[5.5799999237, 5.3800001144, 5.5300002098, 5.2899999618999995, 5.4699997902, 5.3000001907, 5.4099998474, 5.3699998856, 5.1599998474, 5.3699998856, 5.3299999237, 5.4299998283, 5.5399999618999995, 5.3200001717, 5.5900001526, 5.3800001144]","[6.0, 6.0, 6.0100002289, 6.0500001907, 5.9299998283, 5.8800001144, 6.0500001907, 6.0799999237, 5.9899997711, 5.9299998283, 6.0100002289, 6.0999999046, 5.9499998093, 5.9800000191, 5.9800000191, 6.0700001717]"
5,-0.3389609954,57,"['heat mitigation strategy', 'football gameday', 'meaningful interpretation', 'travel mode', 'uncertain geographic context problem', 'spatiotemporal pattern', 'simple and generic paradigm', 'interesting potential information', 'GPS trajectory data', 'modal traffic simulation technology', 'traditional travel demand modeling approach', 'trajectory data', 'latent semantic relationship', 'social network and crowd behavior', 'New York City', 'different geographical area', 'large and diverse corpus', 'Global Positioning Systems', 'high human labeling cost', 'unique dataset', 'considerable influence', 'visual analytics', 'Shenzhen City', 'novel methodology', 'service and entertainment amenity', 'rapid and efficient automation population mapping method', 'spatiotemporal granularity', 'fine grained dynamic population distribution', 'key role', 'many aspect', 'different approach and model', 'Mobike trajectory data', 'sparsity constraint', 'accurate spatiotemporal pattern', 'additional contexts', 'Microsoft Research Asia', 'open access article', 'function distribution', 'Interactive Maps', 'detailed and complete information', 'traditional survey', 'real time travel mode detection', 'bottom up approach', 'significant vagueness and uncertainty', 'recent literature', 'epidemic control', 'data collection', 'performance result', 'human behavior and location context', 'many societal application', 'probabilistic topic', 'semantic enrichment', 'urban data analysis', 'trip count', 'Location Annotation', 'meaningful base station', 'semantic predicting method']",23,"[62, 104, 127, 233, 249, 281, 296, 326, 337, 358, 373, 395, 410, 423, 459, 491, 516, 522, 536, 541, 542, 571, 574]","[5.6900000572, 5.5599999428, 5.6199998856, 5.3800001144, 5.4000000954, 5.0199999809, 5.5199999809, 5.5199999809, 5.2199997902, 5.3000001907, 5.3699998856, 5.3899998665, 5.4600000381000005, 5.4499998093, 5.6399998665, 5.5300002098, 5.6500000954, 5.1900000572, 5.4600000381000005, 5.5599999428, 5.8099999428, 5.3699998856, 5.6300001144, 5.5500001907000005, 5.5700001717, 5.0999999046, 5.0399999619, 5.0500001907, 5.8600001335, 5.8099999428, 5.5500001907000005, 5.2600002289, 5.5599999428, 5.0399999619, 5.6999998093, 5.4499998093, 5.5799999237, 5.5700001717, 5.3299999237, 5.3600001335, 5.5599999428, 5.2199997902, 5.5300002098, 5.3899998665, 5.6500000954, 5.6900000572, 5.5100002289, 5.5700001717, 5.5, 5.8299999237, 5.4299998283, 5.5799999237, 5.4000000954, 5.5300002098, 5.4099998474, 5.5100002289, 5.4400000572]","[5.8899998665, 5.9600000381000005, 6.0199999809, 5.8800001144, 5.9299998283, 5.8600001335, 5.9200000763, 6.0599999428, 6.0599999428, 5.8699998856, 5.9099998474, 6.0700001717, 5.9200000763, 6.0599999428, 5.9499998093, 5.9699997902, 6.1599998474, 6.0300002098, 5.9400000572, 6.1599998474, 6.0599999428, 6.0100002289, 5.9299998283, 6.0799999237, 5.9600000381000005, 5.8800001144, 5.8800001144, 5.9099998474, 6.0500001907, 6.0500001907, 5.9800000191, 6.0599999428, 5.9499998093, 5.9099998474, 6.0199999809, 5.9200000763, 6.1199998856, 6.0100002289, 5.9800000191, 6.0799999237, 6.0900001526, 5.8699998856, 5.9899997711, 5.9299998283, 6.1199998856, 5.9299998283, 6.1100001335, 5.9800000191, 6.0, 6.0599999428, 5.9400000572, 5.9699997902, 5.9899997711, 5.9400000572, 6.0300002098, 6.0399999619, 5.9200000763]"
