cluster,doc_ids,count,score
1,"[32, 111, 156, 221, 246, 278, 279, 400, 446, 448, 506]",11,0.8542322280000001
2,"[10, 15, 18, 34, 40, 75, 91, 108, 117, 142, 158, 166, 173, 178, 181, 191, 199, 203, 223, 250, 255, 322, 332, 338, 349, 399, 411, 428, 498, 517, 537]",31,0.16157773420000002
3,"[2, 11, 12, 14, 21, 24, 27, 29, 35, 36, 41, 42, 47, 51, 54, 61, 64, 68, 70, 71, 76, 78, 80, 81, 83, 84, 86, 97, 101, 107, 113, 124, 131, 133, 157, 163, 167, 168, 174, 175, 197, 210, 213, 218, 225, 235, 253, 254, 257, 265, 268, 295, 323, 335, 357, 361, 363, 377, 382, 386, 424, 442, 480, 481, 494, 524, 552, 558, 564, 566, 577, 580, 581, 589]",74,-0.19068018720000002
