dimension,min_cluster_size,avg_score,total_clusters,outlier,cluster_results
100,10,0.22704340005933007,3,35,"[{'cluster': 1, 'doc_ids': [32, 84, 97, 111, 142, 156, 163, 221, 246, 278, 279, 335, 400, 446, 448, 506], 'count': 16, 'score': 0.6630378062717727}, {'cluster': 0, 'doc_ids': [10, 12, 15, 18, 21, 36, 40, 41, 47, 54, 68, 70, 71, 75, 76, 78, 80, 83, 91, 101, 107, 108, 117, 157, 158, 166, 168, 173, 175, 178, 181, 191, 197, 199, 203, 213, 223, 225, 235, 250, 255, 265, 268, 295, 322, 323, 332, 338, 349, 357, 377, 386, 399, 411, 424, 428, 480, 481, 494, 498, 517, 524, 537, 564, 589], 'count': 65, 'score': 0.24247836551649976}, {'cluster': -1, 'doc_ids': [2, 11, 14, 24, 27, 29, 34, 35, 42, 51, 61, 64, 81, 86, 113, 124, 131, 133, 167, 174, 210, 218, 253, 254, 257, 361, 363, 382, 442, 552, 558, 566, 577, 580, 581], 'count': 35, 'score': -0.2243859716102823}]"
100,15,0.22704340005933007,3,35,"[{'cluster': 1, 'doc_ids': [32, 84, 97, 111, 142, 156, 163, 221, 246, 278, 279, 335, 400, 446, 448, 506], 'count': 16, 'score': 0.6630378062717727}, {'cluster': 0, 'doc_ids': [10, 12, 15, 18, 21, 36, 40, 41, 47, 54, 68, 70, 71, 75, 76, 78, 80, 83, 91, 101, 107, 108, 117, 157, 158, 166, 168, 173, 175, 178, 181, 191, 197, 199, 203, 213, 223, 225, 235, 250, 255, 265, 268, 295, 322, 323, 332, 338, 349, 357, 377, 386, 399, 411, 424, 428, 480, 481, 494, 498, 517, 524, 537, 564, 589], 'count': 65, 'score': 0.24247836551649976}, {'cluster': -1, 'doc_ids': [2, 11, 14, 24, 27, 29, 34, 35, 42, 51, 61, 64, 81, 86, 113, 124, 131, 133, 167, 174, 210, 218, 253, 254, 257, 361, 363, 382, 442, 552, 558, 566, 577, 580, 581], 'count': 35, 'score': -0.2243859716102823}]"
90,10,0.2495325127443658,3,52,"[{'cluster': 1, 'doc_ids': [11, 111, 113, 156, 163, 167, 221, 246, 254, 278, 279, 361, 400, 446, 448, 506, 552], 'count': 17, 'score': 0.7864134597364554}, {'cluster': 0, 'doc_ids': [10, 12, 15, 18, 21, 27, 29, 40, 54, 64, 71, 75, 76, 101, 108, 117, 157, 158, 166, 173, 175, 178, 181, 191, 199, 203, 213, 223, 225, 250, 255, 257, 265, 268, 322, 323, 332, 338, 349, 377, 399, 428, 494, 498, 517, 564, 589], 'count': 47, 'score': 0.14908892663306728}, {'cluster': -1, 'doc_ids': [2, 14, 24, 32, 34, 35, 36, 41, 42, 47, 51, 61, 68, 70, 78, 80, 81, 83, 84, 86, 91, 97, 107, 124, 131, 133, 142, 168, 174, 197, 210, 218, 235, 253, 295, 335, 357, 363, 382, 386, 411, 424, 442, 480, 481, 524, 537, 558, 566, 577, 580, 581], 'count': 52, 'score': -0.1869048481364253}]"
90,15,0.2495325127443658,3,52,"[{'cluster': 1, 'doc_ids': [11, 111, 113, 156, 163, 167, 221, 246, 254, 278, 279, 361, 400, 446, 448, 506, 552], 'count': 17, 'score': 0.7864134597364554}, {'cluster': 0, 'doc_ids': [10, 12, 15, 18, 21, 27, 29, 40, 54, 64, 71, 75, 76, 101, 108, 117, 157, 158, 166, 173, 175, 178, 181, 191, 199, 203, 213, 223, 225, 250, 255, 257, 265, 268, 322, 323, 332, 338, 349, 377, 399, 428, 494, 498, 517, 564, 589], 'count': 47, 'score': 0.14908892663306728}, {'cluster': -1, 'doc_ids': [2, 14, 24, 32, 34, 35, 36, 41, 42, 47, 51, 61, 68, 70, 78, 80, 81, 83, 84, 86, 91, 97, 107, 124, 131, 133, 142, 168, 174, 197, 210, 218, 235, 253, 295, 335, 357, 363, 382, 386, 411, 424, 442, 480, 481, 524, 537, 558, 566, 577, 580, 581], 'count': 52, 'score': -0.1869048481364253}]"
85,10,0.08688895729957097,3,29,"[{'cluster': 1, 'doc_ids': [11, 35, 78, 113, 167, 254, 361, 363, 552, 577], 'count': 10, 'score': 0.43909201724260327}, {'cluster': 0, 'doc_ids': [10, 12, 14, 15, 18, 21, 27, 32, 34, 36, 40, 47, 54, 64, 68, 71, 75, 76, 80, 83, 91, 101, 108, 111, 117, 124, 142, 156, 157, 158, 163, 166, 168, 173, 175, 178, 181, 191, 197, 199, 203, 213, 218, 221, 223, 225, 235, 246, 250, 255, 265, 268, 278, 279, 322, 323, 332, 335, 338, 349, 357, 377, 399, 400, 411, 424, 428, 442, 446, 448, 494, 498, 506, 517, 524, 537, 589], 'count': 77, 'score': -0.1558554962319036}, {'cluster': -1, 'doc_ids': [2, 24, 29, 41, 42, 51, 61, 70, 81, 84, 86, 97, 107, 131, 133, 174, 210, 253, 257, 295, 382, 386, 480, 481, 558, 564, 566, 580, 581], 'count': 29, 'score': -0.02256964911198679}]"
80,10,0.2750432583123945,3,74,"[{'cluster': 1, 'doc_ids': [32, 111, 156, 221, 246, 278, 279, 400, 446, 448, 506], 'count': 11, 'score': 0.8542322279702984}, {'cluster': 0, 'doc_ids': [10, 15, 18, 34, 40, 75, 91, 108, 117, 142, 158, 166, 173, 178, 181, 191, 199, 203, 223, 250, 255, 322, 332, 338, 349, 399, 411, 428, 498, 517, 537], 'count': 31, 'score': 0.16157773421307747}, {'cluster': -1, 'doc_ids': [2, 11, 12, 14, 21, 24, 27, 29, 35, 36, 41, 42, 47, 51, 54, 61, 64, 68, 70, 71, 76, 78, 80, 81, 83, 84, 86, 97, 101, 107, 113, 124, 131, 133, 157, 163, 167, 168, 174, 175, 197, 210, 213, 218, 225, 235, 253, 254, 257, 265, 268, 295, 323, 335, 357, 361, 363, 377, 382, 386, 424, 442, 480, 481, 494, 524, 552, 558, 564, 566, 577, 580, 581, 589], 'count': 74, 'score': -0.19068018724619226}]"
75,10,0.1489786487177879,3,44,"[{'cluster': 1, 'doc_ids': [32, 35, 78, 111, 156, 163, 210, 221, 246, 278, 279, 400, 446, 448, 506, 577], 'count': 16, 'score': 0.5251416391429959}, {'cluster': 0, 'doc_ids': [10, 12, 15, 18, 21, 34, 36, 40, 64, 68, 70, 75, 76, 83, 91, 101, 107, 108, 117, 142, 157, 158, 166, 168, 173, 175, 178, 181, 191, 203, 213, 223, 225, 235, 250, 255, 265, 268, 295, 322, 323, 332, 338, 349, 357, 377, 382, 386, 399, 428, 494, 498, 517, 524, 564, 589], 'count': 56, 'score': 0.15313336142079464}, {'cluster': -1, 'doc_ids': [2, 11, 14, 24, 27, 29, 41, 42, 47, 51, 54, 61, 71, 80, 81, 84, 86, 97, 113, 124, 131, 133, 167, 174, 197, 199, 218, 253, 254, 257, 335, 361, 363, 411, 424, 442, 480, 481, 537, 552, 558, 566, 580, 581], 'count': 44, 'score': -0.23133905441042682}]"
75,15,0.1489786487177879,3,44,"[{'cluster': 1, 'doc_ids': [32, 35, 78, 111, 156, 163, 210, 221, 246, 278, 279, 400, 446, 448, 506, 577], 'count': 16, 'score': 0.5251416391429959}, {'cluster': 0, 'doc_ids': [10, 12, 15, 18, 21, 34, 36, 40, 64, 68, 70, 75, 76, 83, 91, 101, 107, 108, 117, 142, 157, 158, 166, 168, 173, 175, 178, 181, 191, 203, 213, 223, 225, 235, 250, 255, 265, 268, 295, 322, 323, 332, 338, 349, 357, 377, 382, 386, 399, 428, 494, 498, 517, 524, 564, 589], 'count': 56, 'score': 0.15313336142079464}, {'cluster': -1, 'doc_ids': [2, 11, 14, 24, 27, 29, 41, 42, 47, 51, 54, 61, 71, 80, 81, 84, 86, 97, 113, 124, 131, 133, 167, 174, 197, 199, 218, 253, 254, 257, 335, 361, 363, 411, 424, 442, 480, 481, 537, 552, 558, 566, 580, 581], 'count': 44, 'score': -0.23133905441042682}]"
70,10,0.195128564704862,4,46,"[{'cluster': 2, 'doc_ids': [32, 111, 156, 163, 221, 246, 278, 279, 400, 446, 448, 506], 'count': 12, 'score': 0.683247946987713}, {'cluster': 1, 'doc_ids': [10, 15, 18, 21, 34, 40, 54, 68, 75, 76, 91, 101, 108, 117, 124, 157, 158, 166, 168, 173, 175, 178, 181, 191, 199, 203, 213, 223, 225, 235, 250, 255, 265, 268, 322, 323, 332, 338, 349, 357, 411, 428, 480, 494, 498, 517, 537, 589], 'count': 48, 'score': 0.22241309991340255}, {'cluster': 0, 'doc_ids': [11, 35, 78, 113, 167, 254, 361, 382, 552, 577], 'count': 10, 'score': 0.06476527765812497}, {'cluster': -1, 'doc_ids': [2, 12, 14, 24, 27, 29, 36, 41, 42, 47, 51, 61, 64, 70, 71, 80, 81, 83, 84, 86, 97, 107, 131, 133, 142, 174, 197, 210, 218, 253, 257, 295, 335, 363, 377, 386, 399, 424, 442, 481, 524, 558, 564, 566, 580, 581], 'count': 46, 'score': -0.18991206573979252}]"
65,10,0.24882900414217723,3,30,"[{'cluster': 1, 'doc_ids': [11, 84, 97, 111, 113, 156, 163, 167, 221, 246, 254, 278, 279, 335, 361, 400, 446, 448, 506, 552, 577], 'count': 21, 'score': 0.7398443488184633}, {'cluster': 0, 'doc_ids': [10, 12, 15, 18, 21, 29, 32, 36, 40, 41, 47, 54, 64, 68, 71, 75, 78, 81, 83, 101, 107, 108, 117, 124, 142, 157, 158, 166, 168, 173, 175, 178, 181, 191, 199, 203, 213, 218, 223, 225, 250, 253, 255, 265, 268, 322, 323, 332, 338, 349, 357, 377, 386, 399, 411, 428, 442, 480, 494, 498, 517, 524, 537, 564, 589], 'count': 65, 'score': -0.019900884475083355}, {'cluster': -1, 'doc_ids': [2, 14, 24, 27, 34, 35, 42, 51, 61, 70, 76, 80, 86, 91, 131, 133, 174, 197, 210, 235, 257, 295, 363, 382, 424, 481, 558, 566, 580, 581], 'count': 30, 'score': 0.026543548083151756}]"
