HDBSCAN_Cluster,Percent,NumDocs,DocIds
-1,0.91875,147,"[1, 4, 5, 6, 10, 11, 13, 16, 17, 18, 19, 21, 23, 25, 27, 28, 29, 30, 31, 32, 35, 38, 39, 41, 42, 45, 46, 47, 49, 50, 52, 56, 57, 60, 61, 65, 67, 69, 72, 73, 76, 78, 80, 83, 84, 85, 88, 89, 92, 97, 99, 100, 105, 108, 110, 114, 115, 116, 126, 130, 132, 134, 135, 137, 140, 143, 146, 148, 150, 151, 152, 153, 156, 157, 159, 162, 163, 168, 169, 170, 174, 177, 178, 182, 183, 185, 187, 194, 195, 197, 208, 209, 212, 216, 217, 219, 224, 225, 229, 231, 234, 235, 236, 240, 241, 245, 246, 248, 249, 251, 254, 257, 258, 262, 263, 267, 275, 278, 279, 282, 287, 289, 290, 291, 293, 299, 300, 304, 308, 316, 320, 325, 335, 351, 357, 369, 372, 373, 374, 379, 380, 381, 382, 383, 386, 387, 393]"
0,0.04375,7,"[34, 104, 117, 181, 283, 341, 353]"
1,0.0375,6,"[93, 111, 206, 237, 260, 334]"
