cluster,group,count,key-phrases,NumDocs,DocIds
5,-1,30,"['urban governance', 'good urban governance', 'urban reform', 'urban planner', 'governance', 'Japanese urban study', 'later Japanese architect', 'Urban survey', 'Japanese architect', 'urban study', 'urban development', 'urban planning', 'urbanizing city', 'urbanisation', 'urban management', 'western urban model', 'urban planning model', 'urban history', 'urban model', 'English garden city', 'dystopian city', 'urban geographer opine', 'urban space', 'urban area', 'cityscape', 'Indian city', 'urban development policy', 'urban growth', 'city', 'development policy']",6,"[173, 185, 232, 285, 329, 348]"
