HDBSCAN_Cluster,Percent,NumDocs,DocIds
-1,0.864,108,"[1, 4, 6, 10, 11, 16, 17, 18, 19, 21, 23, 25, 27, 28, 29, 30, 31, 32, 35, 38, 39, 42, 46, 47, 49, 50, 52, 56, 60, 61, 65, 67, 72, 73, 76, 78, 80, 83, 84, 85, 88, 89, 92, 97, 99, 100, 105, 108, 110, 114, 115, 116, 130, 132, 134, 135, 137, 140, 143, 146, 148, 150, 151, 152, 153, 156, 157, 159, 162, 163, 168, 169, 170, 174, 177, 178, 182, 183, 185, 194, 197, 212, 219, 224, 225, 229, 231, 234, 235, 240, 241, 245, 246, 248, 249, 251, 254, 257, 258, 263, 267, 275, 278, 282, 287, 289, 304, 325]"
0,0.04,5,"[41, 217, 279, 290, 299]"
1,0.048,6,"[126, 216, 293, 308, 316, 369]"
2,0.048,6,"[13, 45, 57, 69, 187, 195]"
