dimension,min_cluster_size,avg_score,total_clusters,outlier,cluster_results
100,10,0.15813687061420273,5,36,"[{'cluster': 3, 'doc_ids': [18, 61, 75, 80, 157, 164, 211, 235, 277, 332, 474, 498, 503, 511, 564], 'count': 15, 'score': 0.29952923599628956}, {'cluster': 2, 'doc_ids': [2, 7, 36, 91, 103, 122, 175, 242, 324, 338, 377, 411, 470, 472, 480, 508, 562], 'count': 17, 'score': 0.17523788194425427}, {'cluster': 1, 'doc_ids': [1, 43, 47, 65, 67, 107, 126, 174, 210, 219, 365, 484, 561], 'count': 13, 'score': 0.4195175218408916}, {'cluster': 0, 'doc_ids': [11, 12, 29, 35, 42, 95, 113, 128, 158, 189, 197, 205, 227, 270, 275, 333, 344, 349, 352, 357, 363, 382, 409, 544, 579], 'count': 25, 'score': 0.1952421755154109}, {'cluster': -1, 'doc_ids': [6, 24, 25, 41, 51, 71, 78, 84, 86, 88, 97, 105, 121, 133, 140, 156, 163, 168, 172, 180, 181, 198, 241, 267, 271, 288, 299, 368, 388, 399, 467, 509, 513, 520, 566, 580], 'count': 36, 'score': -0.29884246222583266}]"
100,15,0.0890636464436778,3,15,"[{'cluster': 1, 'doc_ids': [11, 12, 29, 35, 42, 95, 113, 128, 158, 189, 197, 205, 227, 270, 275, 333, 344, 349, 352, 357, 363, 382, 409, 544, 579], 'count': 25, 'score': 0.2494269358867278}, {'cluster': 0, 'doc_ids': [1, 2, 6, 7, 18, 25, 36, 43, 47, 61, 65, 67, 75, 80, 84, 88, 91, 97, 103, 107, 122, 126, 140, 156, 157, 163, 164, 174, 175, 180, 181, 198, 210, 211, 219, 235, 242, 267, 271, 277, 288, 299, 324, 332, 338, 365, 377, 388, 399, 411, 467, 470, 472, 474, 480, 484, 498, 503, 508, 509, 511, 513, 520, 561, 562, 564], 'count': 66, 'score': -0.03330981092242658}, {'cluster': -1, 'doc_ids': [24, 41, 51, 71, 78, 86, 105, 121, 133, 168, 172, 241, 368, 566, 580], 'count': 15, 'score': 0.05107381436673217}]"
100,20,0.0890636464436778,3,15,"[{'cluster': 1, 'doc_ids': [11, 12, 29, 35, 42, 95, 113, 128, 158, 189, 197, 205, 227, 270, 275, 333, 344, 349, 352, 357, 363, 382, 409, 544, 579], 'count': 25, 'score': 0.2494269358867278}, {'cluster': 0, 'doc_ids': [1, 2, 6, 7, 18, 25, 36, 43, 47, 61, 65, 67, 75, 80, 84, 88, 91, 97, 103, 107, 122, 126, 140, 156, 157, 163, 164, 174, 175, 180, 181, 198, 210, 211, 219, 235, 242, 267, 271, 277, 288, 299, 324, 332, 338, 365, 377, 388, 399, 411, 467, 470, 472, 474, 480, 484, 498, 503, 508, 509, 511, 513, 520, 561, 562, 564], 'count': 66, 'score': -0.03330981092242658}, {'cluster': -1, 'doc_ids': [24, 41, 51, 71, 78, 86, 105, 121, 133, 168, 172, 241, 368, 566, 580], 'count': 15, 'score': 0.05107381436673217}]"
100,25,0.0890636464436778,3,15,"[{'cluster': 1, 'doc_ids': [11, 12, 29, 35, 42, 95, 113, 128, 158, 189, 197, 205, 227, 270, 275, 333, 344, 349, 352, 357, 363, 382, 409, 544, 579], 'count': 25, 'score': 0.2494269358867278}, {'cluster': 0, 'doc_ids': [1, 2, 6, 7, 18, 25, 36, 43, 47, 61, 65, 67, 75, 80, 84, 88, 91, 97, 103, 107, 122, 126, 140, 156, 157, 163, 164, 174, 175, 180, 181, 198, 210, 211, 219, 235, 242, 267, 271, 277, 288, 299, 324, 332, 338, 365, 377, 388, 399, 411, 467, 470, 472, 474, 480, 484, 498, 503, 508, 509, 511, 513, 520, 561, 562, 564], 'count': 66, 'score': -0.03330981092242658}, {'cluster': -1, 'doc_ids': [24, 41, 51, 71, 78, 86, 105, 121, 133, 168, 172, 241, 368, 566, 580], 'count': 15, 'score': 0.05107381436673217}]"
95,10,0.1998453654430193,6,20,"[{'cluster': 4, 'doc_ids': [2, 7, 36, 91, 103, 122, 164, 175, 241, 242, 324, 338, 377, 411, 470, 472, 480, 508, 562], 'count': 19, 'score': 0.11668447986753053}, {'cluster': 3, 'doc_ids': [1, 43, 47, 65, 67, 107, 126, 174, 210, 219, 365, 467, 484, 513], 'count': 14, 'score': 0.4275992075789607}, {'cluster': 2, 'doc_ids': [18, 61, 75, 80, 84, 88, 97, 121, 156, 157, 163, 180, 211, 235, 277, 288, 332, 388, 399, 474, 498, 503, 509, 511, 520, 564], 'count': 26, 'score': 0.14423607887912646}, {'cluster': 1, 'doc_ids': [11, 29, 35, 95, 113, 168, 205, 227, 270, 344, 349, 352, 409], 'count': 13, 'score': 0.3517981351895909}, {'cluster': 0, 'doc_ids': [12, 41, 42, 78, 128, 158, 172, 189, 197, 267, 275, 333, 357, 544], 'count': 14, 'score': 0.3369706173260913}, {'cluster': -1, 'doc_ids': [6, 24, 25, 51, 71, 86, 105, 133, 140, 181, 198, 271, 299, 363, 368, 382, 561, 566, 579, 580], 'count': 20, 'score': -0.17821632618318412}]"
95,15,0.2217596659952886,3,46,"[{'cluster': 1, 'doc_ids': [18, 61, 75, 80, 84, 88, 97, 121, 156, 157, 163, 180, 211, 235, 277, 288, 332, 388, 399, 474, 498, 503, 509, 511, 520, 564], 'count': 26, 'score': 0.33492352040859097}, {'cluster': 0, 'doc_ids': [1, 2, 6, 7, 36, 43, 47, 65, 67, 91, 103, 107, 122, 126, 164, 174, 175, 210, 219, 241, 242, 324, 338, 365, 377, 411, 467, 470, 472, 480, 484, 508, 513, 562], 'count': 34, 'score': 0.3107234313579008}, {'cluster': -1, 'doc_ids': [11, 12, 24, 25, 29, 35, 41, 42, 51, 71, 78, 86, 95, 105, 113, 128, 133, 140, 158, 168, 172, 181, 189, 197, 198, 205, 227, 267, 270, 271, 275, 299, 333, 344, 349, 352, 357, 363, 368, 382, 409, 544, 561, 566, 579, 580], 'count': 46, 'score': 0.01963204621937393}]"
95,20,0.2217596659952886,3,46,"[{'cluster': 1, 'doc_ids': [18, 61, 75, 80, 84, 88, 97, 121, 156, 157, 163, 180, 211, 235, 277, 288, 332, 388, 399, 474, 498, 503, 509, 511, 520, 564], 'count': 26, 'score': 0.33492352040859097}, {'cluster': 0, 'doc_ids': [1, 2, 6, 7, 36, 43, 47, 65, 67, 91, 103, 107, 122, 126, 164, 174, 175, 210, 219, 241, 242, 324, 338, 365, 377, 411, 467, 470, 472, 480, 484, 508, 513, 562], 'count': 34, 'score': 0.3107234313579008}, {'cluster': -1, 'doc_ids': [11, 12, 24, 25, 29, 35, 41, 42, 51, 71, 78, 86, 95, 105, 113, 128, 133, 140, 158, 168, 172, 181, 189, 197, 198, 205, 227, 267, 270, 271, 275, 299, 333, 344, 349, 352, 357, 363, 368, 382, 409, 544, 561, 566, 579, 580], 'count': 46, 'score': 0.01963204621937393}]"
95,25,0.2217596659952886,3,46,"[{'cluster': 1, 'doc_ids': [18, 61, 75, 80, 84, 88, 97, 121, 156, 157, 163, 180, 211, 235, 277, 288, 332, 388, 399, 474, 498, 503, 509, 511, 520, 564], 'count': 26, 'score': 0.33492352040859097}, {'cluster': 0, 'doc_ids': [1, 2, 6, 7, 36, 43, 47, 65, 67, 91, 103, 107, 122, 126, 164, 174, 175, 210, 219, 241, 242, 324, 338, 365, 377, 411, 467, 470, 472, 480, 484, 508, 513, 562], 'count': 34, 'score': 0.3107234313579008}, {'cluster': -1, 'doc_ids': [11, 12, 24, 25, 29, 35, 41, 42, 51, 71, 78, 86, 95, 105, 113, 128, 133, 140, 158, 168, 172, 181, 189, 197, 198, 205, 227, 267, 270, 271, 275, 299, 333, 344, 349, 352, 357, 363, 368, 382, 409, 544, 561, 566, 579, 580], 'count': 46, 'score': 0.01963204621937393}]"
90,10,0.11968897932171813,3,33,"[{'cluster': 1, 'doc_ids': [12, 35, 42, 128, 158, 189, 197, 275, 333, 357, 544], 'count': 11, 'score': 0.5199754488937475}, {'cluster': 0, 'doc_ids': [1, 2, 6, 11, 18, 29, 36, 41, 43, 47, 51, 61, 65, 67, 71, 75, 78, 80, 86, 88, 107, 113, 122, 126, 157, 164, 168, 172, 174, 175, 180, 205, 210, 211, 219, 227, 235, 241, 242, 277, 288, 332, 338, 349, 352, 365, 377, 399, 409, 411, 470, 474, 480, 484, 498, 503, 508, 509, 511, 520, 561, 564], 'count': 62, 'score': -0.1178941568827165}, {'cluster': -1, 'doc_ids': [7, 24, 25, 84, 91, 95, 97, 103, 105, 121, 133, 140, 156, 163, 181, 198, 267, 270, 271, 299, 324, 344, 363, 368, 382, 388, 467, 472, 513, 562, 566, 579, 580], 'count': 33, 'score': -0.04301435404587662}]"
90,15,0.0809509714087291,3,54,"[{'cluster': 1, 'doc_ids': [2, 6, 36, 88, 122, 164, 175, 180, 241, 242, 288, 338, 377, 399, 411, 470, 480, 508, 509, 520], 'count': 20, 'score': 0.2515831183775021}, {'cluster': 0, 'doc_ids': [1, 18, 41, 43, 47, 51, 61, 65, 67, 75, 78, 80, 86, 107, 126, 157, 172, 174, 210, 211, 219, 235, 277, 332, 365, 474, 484, 498, 503, 511, 561, 564], 'count': 32, 'score': -0.034339394770015505}, {'cluster': -1, 'doc_ids': [7, 11, 12, 24, 25, 29, 35, 42, 71, 84, 91, 95, 97, 103, 105, 113, 121, 128, 133, 140, 156, 158, 163, 168, 181, 189, 197, 198, 205, 227, 267, 270, 271, 275, 299, 324, 333, 344, 349, 352, 357, 363, 368, 382, 388, 409, 467, 472, 513, 544, 562, 566, 579, 580], 'count': 54, 'score': 0.02560919061870077}]"
90,20,0.0809509714087291,3,54,"[{'cluster': 1, 'doc_ids': [2, 6, 36, 88, 122, 164, 175, 180, 241, 242, 288, 338, 377, 399, 411, 470, 480, 508, 509, 520], 'count': 20, 'score': 0.2515831183775021}, {'cluster': 0, 'doc_ids': [1, 18, 41, 43, 47, 51, 61, 65, 67, 75, 78, 80, 86, 107, 126, 157, 172, 174, 210, 211, 219, 235, 277, 332, 365, 474, 484, 498, 503, 511, 561, 564], 'count': 32, 'score': -0.034339394770015505}, {'cluster': -1, 'doc_ids': [7, 11, 12, 24, 25, 29, 35, 42, 71, 84, 91, 95, 97, 103, 105, 113, 121, 128, 133, 140, 156, 158, 163, 168, 181, 189, 197, 198, 205, 227, 267, 270, 271, 275, 299, 324, 333, 344, 349, 352, 357, 363, 368, 382, 388, 409, 467, 472, 513, 544, 562, 566, 579, 580], 'count': 54, 'score': 0.02560919061870077}]"
