,parent,child,lambda_val,child_size
0,95,4,3373.660969233863,1
1,95,90,3520.1879983214435,1
2,95,63,3552.2371374126615,1
3,95,3,3653.574912891986,1
4,95,58,3788.0370286746443,1
5,95,91,3840.937728937729,1
6,95,52,3857.7180961140493,1
7,95,7,3932.7744960150026,1
8,95,65,3952.229917550059,1
9,95,11,3986.033737229746,1
10,95,48,3995.5265539414145,1
11,95,53,4010.809466889792,1
12,95,54,4052.4676328502414,1
13,95,55,4146.61789421651,1
14,95,62,4244.173033139387,1
15,95,77,4256.016235413495,1
16,95,25,4260.339258506856,1
17,95,28,4441.942282234578,1
18,95,61,4479.897463284379,1
19,95,9,4519.724137931034,1
20,95,13,4547.903496882624,1
21,95,5,4568.9586056644885,1
22,95,35,4639.716814159292,1
23,95,42,4655.165371809101,1
24,95,86,4655.165371809101,1
25,95,68,4669.4172001113275,1
26,95,79,4678.532069157836,1
27,95,20,4678.532069157836,1
28,95,10,4683.756560580681,1
29,95,85,4687.682592903046,1
30,95,59,4731.307388606881,1
31,95,23,4758.144072603517,1
32,95,18,4762.195855804712,1
33,95,17,4803.096478671629,1
34,95,39,4829.365572826713,1
35,95,14,4861.552013909012,1
36,95,87,4872.848097589312,1
37,95,33,4879.934845840605,1
38,95,81,4884.196797671034,1
39,95,75,4960.738024837375,1
40,95,82,5014.111177525403,1
41,95,16,5047.297232250301,1
42,95,31,5118.125686394143,1
43,95,29,5132.216579993882,1
44,95,15,5132.216579993882,1
45,95,80,5138.504134762634,1
46,95,0,5160.632420793602,1
47,95,40,5162.220307692308,1
48,95,38,5163.809172052939,1
49,95,2,5166.989836772405,1
50,95,47,5173.3629355534995,1
51,95,26,5210.315527950311,1
52,95,83,5275.854088050314,1
53,95,76,5277.513683548285,1
54,95,46,5336.264631043257,1
55,95,30,5349.877551020408,1
56,95,27,5349.877551020408,1
57,95,8,5363.560102301791,1
58,95,1,5377.3128205128205,1
59,95,71,5384.215661103979,1
60,95,6,5405.030927835051,1
61,95,21,5405.030927835051,1
62,95,45,5406.7728005156305,1
63,95,24,5507.950098489822,1
64,95,94,5522.454246214615,1
65,95,12,5596.136090727151,1
66,95,88,5637.5053763440865,1
67,95,73,5696.84753820034,1
68,95,51,5729.92349726776,1
69,95,96,5735.800341880342,12
70,95,97,5735.800341880342,14
71,96,22,5747.5902706406305,1
72,97,92,5735.800341880342,1
73,97,19,5735.800341880342,1
74,96,74,5847.757406761938,1
75,96,44,5847.757406761938,1
76,96,32,5847.757406761938,1
77,96,41,5847.757406761938,1
78,96,78,5847.757406761938,1
79,96,72,5847.757406761938,1
80,96,64,5847.757406761938,1
81,96,66,5847.757406761938,1
82,96,89,5847.757406761938,1
83,96,37,5847.757406761938,1
84,96,84,5847.757406761938,1
85,97,50,5753.503429355281,1
86,97,70,5825.422222222222,1
87,97,34,5833.524339360222,1
88,97,49,5833.524339360222,1
89,97,93,5833.524339360222,1
90,97,36,5833.524339360222,1
91,97,43,5833.524339360222,1
92,97,56,5833.524339360222,1
93,97,69,5833.524339360222,1
94,97,60,5833.524339360222,1
95,97,67,5833.524339360222,1
96,97,57,5833.524339360222,1
