Cluster,Parent,Group,NumPhrases,Key-phrases,NumDocs,DocIds,score,dimension,min_samples,min_cluster_size
-1,root_-1,-1,8,"['urban soundscape evaluation', 'urban sound recognition', 'soundscape classification model', 'automatic sound recognizer', 'mosquito development', 'effective mosquito control', 'Dengue disease dynamic', 'audio event']",4,"[56, 121, 558, 564]",0.9555,40,10,13
-1,root_-1,0,13,"['player personality behavior', 'personality classification task', 'personality classification method', 'player act', 'different personality', 'sensor network', 'online educational game', 'navigation system', 'mobile application', 'IoT service', 'GNSS signal', 'educational game', 'alarm rate']",7,"[148, 150, 246, 332, 566, 580, 581]",0.9555,40,10,13
-1,root_-1,1,31,"['electricity consumption data', 'crime data', 'novel data mining', 'electricity theft', 'crime analysis', 'citizen science data', 'wind gust', 'water', 'turbulent flow structure', 'turbulent air', 'synthetic minority', 'structural attribute', 'Spatial clustering', 'socioeconomic variable', 'random forest', 'rainy season', 'naïve Bayes classifier', 'mathematical fusion model', 'latent manifold', 'influence air', 'image retrieval', 'hot spot analysis', 'heterogeneity', 'Gaussian plume model', 'ethnic heterogeneity', 'descriptor', 'classifier', 'automatic classification', 'automated detection student', 'automated classification', 'agglomerative clustering']",23,"[1, 12, 21, 33, 36, 53, 56, 58, 61, 64, 88, 121, 173, 199, 246, 332, 369, 386, 558, 564, 566, 568, 580]",0.9555,40,10,13
-1,root_0,0,28,"['support vector machine', 'machine learning algorithms', 'machine learning', 'support vector regression', 'intelligent decision support', 'ensemble learning', 'deep learning', 'SVM model', 'regression', 'reduced order modelling', 'prediction', 'predefined model', 'pollution quality prediction', 'natural language processing', 'mentor', 'knowledge spillover', 'KNN algorithm', 'Intelligence augmentation', 'density estimation', 'deep reinforcement', 'decision making', 'conventional counting', 'constructive preference elicitation', 'computational linguistics', 'compressed sensing', 'algorithm', 'adaptive boosting', 'active ageing']",23,"[1, 33, 36, 58, 61, 64, 88, 109, 112, 121, 173, 205, 250, 332, 369, 386, 399, 414, 564, 566, 568, 580, 581]",0.7426,20,5,16
-1,root_0,1,16,"['social network analysis', 'recurrent neural network', 'microblogging data', 'machine learning technique', 'feature selection technique', 'dataset', 'Big data analytics', 'big data', 'Artificial neural network', 'artificial intelligence technique', 'web', 'reviewed ML method', 'intrusion detection method', 'Informatics field', 'frequency domain', 'artificial intelligence approach']",13,"[36, 58, 64, 109, 112, 121, 148, 150, 199, 250, 332, 399, 558]",0.7426,20,5,16
-1,root_1,-1,23,"['urban waterlogging', 'urban resilience', 'residential stability', 'residential area', 'German residential area', 'environment influence stress', 'environment identification', 'environment design planning', 'stress sensing', 'multiple infrastructure system', 'Livelihood orientation', 'layout synthesis', 'land rent measurement', 'intercity corporate network', 'furniture', 'flood disaster spread', 'economic agenda', 'designer interact', 'collaborative chat', 'climate variable', 'climate resilience', 'building', 'appropriate planning response']",16,"[1, 12, 21, 33, 53, 56, 61, 68, 109, 112, 166, 173, 199, 250, 414, 581]",0.7502000000000001,15,5,18
-1,root_1,0,18,"['urban transport planning', 'urban planning', 'urban design theory', 'sustainable urbanisation strategy', 'Smart sustainable city', 'smart city development', 'regional planning', 'greenway planning', 'digital urban governance', 'cognitive smart city', 'cognitive city', 'UPM theory', 'nexus governance debate', 'new framework', 'land readjustment', 'italian regional science', 'geospatial simulation framework', 'basin governance']",14,"[21, 36, 61, 68, 88, 109, 148, 150, 166, 173, 199, 205, 250, 414]",0.7502000000000001,15,5,18
-1,root_1,1,18,"['urban neighbourhood densification', 'urban American city', 'urban warfare operation', 'urban environment', 'urban coverage condition', 'urban area', 'simplified urban setup', 'new urban data', 'different neighbourhood archetype', 'complex urban environment', 'city pattern image', 'visible satellite', 'street view', 'safer parking', 'different spatial level', 'crowd surveillance', 'City factor', 'aerial infrastructure']",16,"[1, 12, 21, 33, 53, 58, 68, 109, 121, 205, 246, 369, 386, 399, 564, 568]",0.7502000000000001,15,5,18
