Cluster,Parent,Group,NumPhrases,Key-phrases,NumDocs,DocIds,score,dimension,min_samples,min_cluster_size
3,root_1_0,0,11,"['building energy simulation', 'urban building energy', 'building simulation', 'strategic sustainable energy', 'energy prediction', 'energy efficiency market', 'energy consumption prediction', 'CFD simulation', 'Building energy consumption', 'Gaussian plume model', 'CFD model']",8,"[8, 22, 86, 119, 185, 213, 420, 572]",0.999,10,10,11
3,root_1_0,1,22,"['urban planning scheme', 'urban planning', 'urban building', 'urbanization process monitoring', 'urban spatial structure', 'urban morphology feature', 'urban landscape', 'urban geometric form', 'urban design', 'environment mitigation planning', 'environment design planning', 'building', 'Urban architecture', 'sustainable architecture', 'mean architecture height', 'geometric indicator', 'floor area ratio', 'Cities Study protocol', 'built environment factor', 'built area', 'Building age', 'architectural pattern influence']",20,"[8, 28, 39, 89, 95, 101, 119, 138, 201, 206, 255, 286, 330, 414, 415, 421, 424, 440, 479, 499]",0.999,10,10,11
