Group,NumPhrases,Key-phrases,NumDocs,DocIds,score,dimension,min_samples,min_cluster_size
1,24,"['big data processing', 'multi-agents model', 'Smart data', 'social medium user', 'Research data', 'multimodal approach', 'local height data', 'open government data', 'planning decision support', 'cyberphysical system', 'smart city', 'complexity theory', 'multidimensional interactivity', 'enterprise agent intelligence', 'platform evolution', 'economic growth', 'thin globalization', 'microelectronic system', 'solar performance', 'food interaction', 'service industry', 'automatic simulation model', 'warehouse management system', 'decentralized adaptive fault']",11,"[18, 85, 203, 242, 360, 419, 440, 465, 540, 556, 586]",0.9709000000000001,24,10,16
2,19,"['supervised learning method', 'mathematical and neural network model', 'machine learning', 'machine learning competition', 'data scientist', 'complex and intricate ANN model', 'brain', 'machine learning hyperparameter', 'big data', 'statistical contourlet coefficient', 'word embedding', 'query engine', 'natural language', 'convolutional neural network', 'time prediction', 'interactive machine learning', 'domain ontology', 'Information Extraction tool', 'Artificial Intelligence technique']",10,"[18, 85, 203, 242, 360, 419, 457, 465, 540, 556]",0.9709000000000001,24,10,16
3,16,"['urban planning', 'urban planning conflict', 'sustainable urban planning', 'relevant building stock', 'urban mobility landscape', 'urban design teaching', 'futuristic urban design utopias', 'map service', 'multiple urban simulation', 'urban decision', 'smart city initiative', 'urban design problem', ""Artur Lugmayr's"", 'Integrated Tourism planning', 'highway resurfacing', 'fractal manufacturing layout']",11,"[18, 85, 203, 242, 419, 440, 457, 465, 540, 556, 586]",0.9709000000000001,24,10,16
