Group,NumPhrases,Key-phrases,NumDocs,DocIds,score,dimension,min_samples,min_cluster_size
1,37,"['urban heat island', 'urban-rural dichotomy', 'urban environmental study', 'Dynamic urban Thermal Exposure', 'smartphone location data', 'climate change', 'urban block carbon', 'urban configuration', 'heating', 'Mediterranean climate', 'outdoor thermal comfort', 'eco-city design strategy', 'other similar sidewalk', 'cold-air path', 'urban area', 'sustainable travel', 'metropolitan area', 'CO2 emission', 'urban thermal environment mitigation', 'urban spatial structure', 'land surface temperature', 'urban geometric form', 'block planning', 'agricultural afforestation area', 'smart city management', 'carbon sequestration potential', 'optimal zoning', 'urban planning', 'spatial decomposition capability', 'Korean peninsula', 'wide geospatial energy consumption', 'sustainable urban planning', 'geographic information system', 'microclimate', 'urban natural ventilation', 'current building standard', 'open urban area']",17,"[10, 62, 102, 178, 201, 228, 338, 371, 379, 421, 431, 453, 454, 495, 500, 512, 520]",0.9460000000000001,24,15,24
2,24,"['complex network theory', 'machine learning technique', 'machine learning model', 'machine learning method', 'mean absolute percentage error', 'metamodels', 'regression tree', 'BRT modelling', 'decision tree', 'random forest regression', 'energy performance', 'hierarchical clustering algorithm', 'regression analysis', 'particle swarm optimization', 'random forest method', 'various numerical model', 'Unified Model Local', 'UHI definition', 'analytical hierarchical process', 'demand estimation', 'neural network', 'CIOI prediction model', 'soft computing methodology', 'result ELM']",17,"[10, 62, 102, 178, 201, 228, 338, 371, 379, 421, 431, 453, 454, 495, 500, 512, 520]",0.9460000000000001,24,15,24
3,17,"['dtex', 'environment factor', 'carbon emission map', 'Random Forest algorithm', 'energy engineering modeling', 'important mitigation aspect', 'environment determinant', 'LST variation', 'important variable', 'city temperature prediction', 'multispectral and spatial vector data', 'wind direction', 'CFD simulation', 'CFD simulation result', 'indoor and outdoor wind environment', 'thermal comfort prediction', 'wind speed']",13,"[62, 102, 178, 201, 228, 338, 371, 431, 453, 454, 500, 512, 520]",0.9460000000000001,24,15,24
