dimension,min_cluster_size,avg_score,total_clusters,outlier,cluster_results
100,10,0.40741540257391473,3,35,"[{'cluster': 1, 'doc_ids': [9, 16, 23, 37, 66, 89, 93, 106, 129, 132, 141, 161, 183, 188, 226, 234, 236, 259, 289, 301, 314, 327, 330, 378, 389, 398, 418, 443, 460, 462, 463, 469, 473, 478, 525, 528, 547, 548, 563, 592], 'count': 40, 'score': 0.8656382129585769}, {'cluster': 0, 'doc_ids': [59, 72, 82, 120, 135, 171, 208, 230, 232, 282, 283, 302, 303, 316, 317, 331, 374, 380, 391, 458, 464, 475, 496, 497, 551, 565, 569, 572, 576, 578, 588, 590], 'count': 32, 'score': 0.8350892908697679}, {'cluster': -1, 'doc_ids': [8, 46, 73, 74, 87, 92, 96, 118, 137, 144, 153, 162, 165, 169, 204, 231, 237, 252, 312, 318, 320, 393, 405, 427, 437, 444, 452, 476, 479, 490, 507, 531, 557, 559, 567], 'count': 35, 'score': -0.47848129610660073}]"
100,15,0.38199805380682283,3,41,"[{'cluster': 1, 'doc_ids': [9, 16, 23, 37, 46, 132, 165, 169, 183, 188, 226, 234, 236, 259, 289, 301, 314, 327, 330, 378, 389, 398, 418, 460, 462, 463, 469, 473, 478, 479, 507, 525, 528, 547, 548, 557, 563, 592], 'count': 38, 'score': 0.8682293810787712}, {'cluster': 0, 'doc_ids': [59, 72, 82, 120, 135, 171, 208, 232, 283, 303, 316, 317, 331, 380, 391, 458, 464, 475, 497, 551, 559, 565, 569, 572, 576, 578, 588, 590], 'count': 28, 'score': 0.8531207042921923}, {'cluster': -1, 'doc_ids': [8, 66, 73, 74, 87, 89, 92, 93, 96, 106, 118, 129, 137, 141, 144, 153, 161, 162, 204, 230, 231, 237, 252, 282, 302, 312, 318, 320, 374, 393, 405, 427, 437, 443, 444, 452, 476, 490, 496, 531, 567], 'count': 41, 'score': -0.575355923950495}]"
100,20,0.3661830999675544,3,54,"[{'cluster': 1, 'doc_ids': [16, 23, 46, 106, 165, 183, 188, 226, 231, 234, 259, 330, 378, 389, 398, 418, 460, 462, 463, 469, 473, 478, 479, 496, 507, 525, 528, 547, 548, 563, 567, 592], 'count': 32, 'score': 0.8050751548472195}, {'cluster': 0, 'doc_ids': [59, 82, 135, 208, 232, 303, 316, 317, 380, 391, 458, 464, 475, 497, 551, 569, 572, 576, 578, 588, 590], 'count': 21, 'score': 0.96066864043953}, {'cluster': -1, 'doc_ids': [8, 9, 37, 66, 72, 73, 74, 87, 89, 92, 93, 96, 118, 120, 129, 132, 137, 141, 144, 153, 161, 162, 169, 171, 204, 230, 236, 237, 252, 282, 283, 289, 301, 302, 312, 314, 318, 320, 327, 331, 374, 393, 405, 427, 437, 443, 444, 452, 476, 490, 531, 557, 559, 565], 'count': 54, 'score': -0.6671944953840863}]"
95,10,0.3430478423473857,3,32,"[{'cluster': 1, 'doc_ids': [16, 37, 46, 66, 87, 89, 118, 132, 137, 141, 161, 183, 188, 226, 231, 234, 236, 259, 289, 301, 327, 330, 378, 389, 418, 427, 460, 462, 463, 469, 473, 478, 507, 525, 528, 547, 548, 557, 563, 592], 'count': 40, 'score': 0.8617010198915626}, {'cluster': 0, 'doc_ids': [59, 72, 74, 82, 120, 135, 171, 208, 232, 252, 282, 283, 303, 316, 317, 331, 374, 391, 393, 405, 458, 464, 475, 496, 497, 531, 551, 559, 565, 569, 572, 576, 578, 588, 590], 'count': 35, 'score': 0.7494302023779768}, {'cluster': -1, 'doc_ids': [8, 9, 23, 73, 92, 93, 96, 106, 129, 144, 153, 162, 165, 169, 204, 230, 237, 302, 312, 314, 318, 320, 380, 398, 437, 443, 444, 452, 476, 479, 490, 567], 'count': 32, 'score': -0.5819876952273821}]"
95,15,0.36880292780551865,3,47,"[{'cluster': 1, 'doc_ids': [16, 37, 46, 66, 89, 183, 226, 234, 236, 259, 289, 327, 330, 389, 398, 418, 460, 463, 469, 478, 479, 507, 525, 528, 547, 548, 557, 563, 592], 'count': 29, 'score': 0.8420089516453646}, {'cluster': 0, 'doc_ids': [59, 72, 82, 120, 135, 208, 230, 232, 282, 283, 303, 316, 317, 331, 374, 380, 391, 393, 458, 464, 475, 497, 551, 559, 565, 569, 572, 576, 578, 588, 590], 'count': 31, 'score': 0.8785492714903566}, {'cluster': -1, 'doc_ids': [8, 9, 23, 73, 74, 87, 92, 93, 96, 106, 118, 129, 132, 137, 141, 144, 153, 161, 162, 165, 169, 171, 188, 204, 231, 237, 252, 301, 302, 312, 314, 318, 320, 378, 405, 427, 437, 443, 444, 452, 462, 473, 476, 490, 496, 531, 567], 'count': 47, 'score': -0.6141494397191651}]"
90,10,0.39450564739434024,3,40,"[{'cluster': 1, 'doc_ids': [16, 23, 37, 46, 66, 87, 89, 132, 137, 141, 161, 183, 188, 226, 234, 236, 259, 289, 314, 327, 330, 378, 389, 398, 418, 460, 462, 463, 469, 478, 496, 525, 528, 547, 548, 557, 563, 592], 'count': 38, 'score': 0.8557930988864642}, {'cluster': 0, 'doc_ids': [59, 74, 82, 120, 135, 171, 208, 232, 282, 283, 302, 303, 316, 317, 331, 374, 391, 458, 464, 475, 497, 551, 565, 569, 572, 576, 578, 588, 590], 'count': 29, 'score': 0.8810401440030585}, {'cluster': -1, 'doc_ids': [8, 9, 72, 73, 92, 93, 96, 106, 118, 129, 144, 153, 162, 165, 169, 204, 230, 231, 237, 252, 301, 312, 318, 320, 380, 393, 405, 427, 437, 443, 444, 452, 473, 476, 479, 490, 507, 531, 559, 567], 'count': 40, 'score': -0.5533163007065018}]"
90,15,0.3851230181235752,3,33,"[{'cluster': 1, 'doc_ids': [9, 16, 23, 46, 66, 87, 89, 118, 132, 137, 141, 161, 183, 188, 226, 231, 234, 236, 259, 289, 301, 314, 330, 378, 389, 398, 418, 460, 462, 463, 469, 473, 478, 496, 507, 525, 528, 547, 548, 557, 563, 592], 'count': 42, 'score': 0.8395610279656002}, {'cluster': 0, 'doc_ids': [59, 72, 82, 120, 135, 171, 208, 230, 232, 282, 283, 303, 316, 317, 331, 374, 380, 391, 458, 464, 475, 497, 531, 551, 559, 565, 569, 572, 576, 578, 588, 590], 'count': 32, 'score': 0.8398998337498048}, {'cluster': -1, 'doc_ids': [8, 37, 73, 74, 92, 93, 96, 106, 129, 144, 153, 162, 165, 169, 204, 237, 252, 302, 312, 318, 320, 327, 393, 405, 427, 437, 443, 444, 452, 476, 479, 490, 567], 'count': 33, 'score': -0.5240918073446794}]"
90,20,0.3915832538578868,3,48,"[{'cluster': 1, 'doc_ids': [9, 16, 46, 66, 87, 132, 183, 188, 226, 234, 236, 259, 314, 330, 378, 398, 418, 460, 462, 463, 469, 473, 478, 496, 525, 528, 547, 548, 557, 563, 592], 'count': 31, 'score': 0.8254358569230654}, {'cluster': 0, 'doc_ids': [59, 72, 82, 120, 135, 171, 208, 230, 283, 303, 316, 317, 331, 374, 380, 391, 458, 464, 475, 497, 551, 565, 569, 572, 576, 578, 588, 590], 'count': 28, 'score': 0.9479340728007838}, {'cluster': -1, 'doc_ids': [8, 23, 37, 73, 74, 89, 92, 93, 96, 106, 118, 129, 137, 141, 144, 153, 161, 162, 165, 169, 204, 231, 232, 237, 252, 282, 289, 301, 302, 312, 318, 320, 327, 389, 393, 405, 427, 437, 443, 444, 452, 476, 479, 490, 507, 531, 559, 567], 'count': 48, 'score': -0.5986201681501889}]"
85,10,0.4131895547701987,3,29,"[{'cluster': 1, 'doc_ids': [16, 23, 37, 46, 66, 87, 89, 93, 118, 129, 132, 137, 141, 161, 183, 188, 226, 234, 236, 259, 289, 301, 314, 327, 330, 378, 389, 398, 418, 427, 460, 462, 463, 469, 473, 478, 479, 507, 525, 528, 547, 548, 557, 563, 567, 592], 'count': 46, 'score': 0.8467066523351408}, {'cluster': 0, 'doc_ids': [59, 72, 120, 135, 171, 208, 230, 232, 282, 283, 302, 303, 316, 317, 318, 331, 374, 391, 393, 458, 464, 475, 476, 497, 531, 551, 569, 572, 576, 578, 588, 590], 'count': 32, 'score': 0.8215493151761171}, {'cluster': -1, 'doc_ids': [8, 9, 73, 74, 82, 92, 96, 106, 144, 153, 162, 165, 169, 204, 231, 237, 252, 312, 320, 380, 405, 437, 443, 444, 452, 490, 496, 559, 565], 'count': 29, 'score': -0.4286873032006618}]"
85,15,0.4039094945685786,3,45,"[{'cluster': 1, 'doc_ids': [16, 23, 37, 46, 87, 89, 132, 137, 183, 188, 226, 234, 236, 259, 314, 327, 330, 378, 389, 398, 418, 427, 460, 462, 463, 469, 473, 479, 507, 525, 528, 547, 548, 557, 563, 567, 592], 'count': 37, 'score': 0.8555142471018566}, {'cluster': 0, 'doc_ids': [59, 72, 120, 135, 171, 208, 230, 232, 283, 303, 316, 331, 374, 391, 458, 464, 475, 497, 551, 565, 569, 572, 578, 588, 590], 'count': 25, 'score': 0.9273328268057108}, {'cluster': -1, 'doc_ids': [8, 9, 66, 73, 74, 82, 92, 93, 96, 106, 118, 129, 141, 144, 153, 161, 162, 165, 169, 204, 231, 237, 252, 282, 289, 301, 302, 312, 317, 318, 320, 380, 393, 405, 437, 443, 444, 452, 476, 478, 490, 496, 531, 559, 576], 'count': 45, 'score': -0.5711185902018316}]"
