Group,score,NumPhrases,Key-phrases,NumDocs,DocIds,dimension,min_samples,min_cluster_size,x,y
1,0.7948748052,30,"['generic image feature', 'random forest model', 'SVI and CV', 'random forest', 'machine learning', 'deep learning model', 'machine learning data extraction technique', 'image data gatekeeper', 'discriminant characteristic', 'deep learning', 'predictive acoustic model', 'High and Low level feature', 'behavioral heat distribution', 'machine learning model', 'output image', 'machine learning method', 'Generative Adversarial Network', 'different machine learning model', 'feature cluster', 'machine learning technique', 'hedonic pricing model', 'big data', 'Support Vector Regression', 'Frequency Cepstral Coefficients', 'computer lack life experience', 'First Person Shooter', 'agent evolutionary system', 'Unity3D game engine', 'decision tree machine learning algorithm rule', 'artificial intelligence']",22,"[2, 35, 48, 49, 51, 52, 86, 154, 157, 206, 268, 277, 287, 325, 367, 376, 411, 477, 523, 529, 534, 595]",7,2,17,"[1.2699999809, 1.8300000429, 1.7300000191, 1.7000000477000001, 1.6399999857, 1.3799999952, 1.7400000095, 1.1900000572, 1.6399999857, 1.3600000143, 1.7100000381, 1.3400000334, 2.0599999428, 1.4900000095, 1.3799999952, 1.5900000334, 1.3400000334, 1.6399999857, 1.5199999809, 1.8400000334, 2.0799999237, 1.5199999809, 1.6299999952, 1.6699999571, 1.4900000095, 1.6900000572, 1.9199999571, 1.6399999857, 1.8200000525000002, 1.7100000381]","[-0.5299999714, -0.3899999857, -0.7400000095, -0.3799999952, -0.3899999857, -0.5299999714, -0.5799999833, -0.47999998930000004, -0.8000000119, -0.400000006, -0.7300000191, -0.5899999738, -0.9200000167, -0.6200000048000001, -0.46999999880000004, -0.5400000215, -0.5400000215, -0.6999999881, -0.4900000095, -0.6200000048000001, -1.0199999809, -0.4099999964, -0.6200000048000001, -0.9200000167, -0.5500000119, -0.6499999762, -0.7400000095, -0.6800000072, -0.5, -0.5299999714]"
2,0.6563805101,51,"['urban design quality', 'housing price', 'spatial regression', 'street view image', 'mobile LiDAR point cloud', 'green space factor', 'street view imagery', 'spatial indicator', 'urban analytics', 'urban planning research', 'spatial variance', 'urban analytics and GIScience', 'Mapillary and KartaView', 'neighborhood playability', 'sustainable city design', 'crime rate', 'Panoramic street level imagery', 'urban analysis', 'Baidu Total View', 'urban perception computing', 'citizen and planning process', 'urban environment', 'urban design', 'urban environment and evaluation method', 'geophisical and social feature', 'urban context', 'urban design plan', 'automatic design tool', 'site condition', 'urban greenery and planning practice', 'Google Street View', 'spatial design network analysis', 'new urban data and research technique', 'street quality', 'city image', 'particular urban environment', 'visible street greenery', 'housing and neighborhood feature', 'urban greening policy', 'urban planning', 'layout and plot configuration', 'spatial autocorrelation tool', 'design proposal', 'area size', 'urban space', 'interactive visual analytics system', 'street view pattern', 'urban planning and environment auditing', 'Google Street View imagery', 'urban map', 'residential land use']",22,"[2, 35, 48, 49, 51, 52, 86, 154, 157, 206, 268, 277, 287, 325, 367, 376, 411, 474, 477, 523, 534, 595]",7,2,17,"[2.1800000668, 1.8700000048, 1.7000000477000001, 1.1900000572, 1.5900000334, 1.5599999428, 1.3700000048, 1.5499999522999999, 2.0499999523, 2.3800001144, 1.8200000525000002, 1.7799999714, 1.3500000238, 1.8300000429, 1.9900000095, 2.1300001144, 1.2899999619, 2.0999999046, 1.2200000286, 1.5700000525000002, 2.0699999332, 2.0999999046, 2.0799999237, 2.2599999905, 1.8099999428, 2.0099999905, 2.0799999237, 1.7699999809, 2.1400001049, 1.8300000429, 1.2899999619, 1.9299999475, 2.2699999808999998, 1.4900000095, 1.6399999857, 2.0399999619, 1.3600000143, 1.8899999857, 1.7699999809, 2.1300001144, 1.75, 1.6699999571, 1.8899999857, 1.7999999522999999, 1.9800000191, 1.6699999571, 1.3999999762, 2.2899999619, 1.3099999428, 1.8799999952, 1.8700000048]","[-1.2300000191, -1.0, -0.8000000119, -0.34999999400000004, -0.5, -1.4299999475, -0.30000001190000003, -1.0199999809, -0.6399999857, -1.0599999428, -1.0399999619, -0.8600000143000001, -0.6100000143000001, -1.0900000334, -1.25, -0.5699999928, -0.47999998930000004, -0.6499999762, -0.2899999917, -0.4900000095, -1.25, -0.75, -0.9499999881000001, -0.9700000286, -0.7900000215, -0.6299999952, -1.2100000381, -1.0599999428, -1.0399999619, -1.2300000191, -0.31000000240000003, -1.2100000381, -0.7099999785000001, -0.8399999738, -0.31000000240000003, -0.8999999762, -0.8700000048000001, -1.0199999809, -1.3200000525, -1.0399999619, -1.2300000191, -0.9599999785000001, -1.2799999714, -1.2799999714, -0.8500000238000001, -1.0, -0.5699999928, -1.0499999523, -0.4199999869, -0.6100000143000001, -1.1399999857]"
3,0.2884045565,17,"['subjective measure', 'visual quality difference', 'pedestrian emotion', 'environmental visual exposure', ""people's perception"", 'safety criterion', 'perceptional score', 'subject activity', 'accessibility metric', 'physical activity', ""model citizen's safety perception"", 'social relevance', 'human scale indicator', 'pedestrian volume', 'affective quality', 'pedestrian environment', 'health motivation']",12,"[2, 35, 49, 52, 154, 268, 367, 376, 411, 523, 529, 595]",7,2,17,"[1.8899999857, 1.6599999666, 1.7200000286, 1.5199999809, 1.7000000477000001, 1.9700000286, 1.7100000381, 1.7899999619, 1.7599999905, 1.7400000095, 1.7000000477000001, 1.7699999809, 1.6599999666, 1.7200000286, 1.8400000334, 1.8099999428, 1.7599999905]","[-1.0499999523, -0.9900000095, -0.9399999976000001, -0.8799999952, -0.9100000262, -0.9599999785000001, -0.9800000191, -0.9100000262, -1.1200000048, -0.9700000286, -0.8600000143000001, -0.7699999809, -1.1799999475, -1.1100000143, -1.0099999905, -0.8999999762, -1.1000000238]"
4,-0.3483754652,11,"['new bikeability index', 'comprehensive systematic review', 'city soundscapes', 'comparable experiential data', 'visual and auditory perception map', 'specific audio', 'citizen', 'accessibility value', 'visual enclosure', 'soundscape assessment', 'procedural generation']",9,"[48, 51, 157, 206, 277, 325, 523, 529, 534]",7,2,17,"[1.7999999522999999, 2.2799999714, 2.1400001049, 2.4000000954000003, 1.7100000381, 1.8799999952, 1.7899999619, 1.6799999475, 1.3600000143, 2.1199998856, 1.7999999522999999]","[-1.1299999952, -1.0099999905, -0.9499999881000001, -0.8399999738, -0.8299999833, -0.8500000238000001, -0.8799999952, -1.0599999428, -0.8799999952, -1.0, -0.9399999976000001]"
