Group,score,NumPhrases,Key-phrases,NumDocs,DocIds,dimension,min_samples,min_cluster_size,x,y
1,0.6728657568,32,"['vehicular PM2', 'meteorological factor', 'novel and effective PM2', 'Accurate air quality prediction', 'air pollutant concentration', 'criterion pollutant', 'urban form and street level pollutant', '5 and CO concentration data', 'pollution prediction', 'airborne particulate matter', 'vegetation barrier design', 'air pollution', 'fecal sludge', 'characterization and monitoring', 'many treatment plant', 'Hangzhou PM2', 'different season forecast', 'pollutant data', 'novel air pollutant prediction model', 'air and noise pollution', 'land use magnitude impact PM2', 'seasonal variability', 'air quality', 'air quality prediction', 'interactive and visual dashboard', 'emission and pollutant concentration data', 'climate change problem', 'low cost air quality monitoring platform', 'Shinyei PPD42 aerosol monitor', 'health hazard forecasting', 'smog', 'environmental signal processing']",18,"[5, 14, 17, 26, 41, 50, 82, 94, 105, 142, 218, 229, 238, 292, 294, 447, 498, 501]",39,2,30,"[4.6999998093, 4.6900000572, 4.75, 4.5500001907000005, 4.7300000191, 4.6599998474, 4.5999999046, 4.6300001144, 4.5500001907000005, 4.7600002289, 4.6599998474, 4.6999998093, 4.7100000381000005, 4.6700000763, 4.7300000191, 4.6700000763, 4.5399999618999995, 4.5799999237, 4.5199999809, 4.7399997711, 4.6799998283, 4.6199998856, 4.7300000191, 4.5900001526, 4.6100001335, 4.6599998474, 4.6599998474, 4.6700000763, 4.7100000381000005, 4.4899997711, 4.6900000572, 4.6900000572]","[3.9500000477, 3.8699998856, 3.9800000191000002, 3.9300000668, 3.8699998856, 3.9300000668, 4.0900001526, 3.5499999523, 3.8599998951, 4.0900001526, 3.8699998856, 4.0700001717, 4.0399999619, 3.6800000668, 4.0100002289, 4.0300002098, 3.8299999237, 3.7599999905, 3.8099999428, 4.1199998856, 3.8699998856, 3.9000000954000003, 4.1199998856, 3.9200000763, 3.9400000572, 3.75, 3.9400000572, 3.9700000286, 3.9100000858, 3.8399999142, 4.0700001717, 3.9400000572]"
2,0.6169007248,35,"['deep convolutional neural network', '5 concentration prediction model', 'adaptive variational mode decomposition', 'long and short term memory network', 'support vector machine', 'spatio temporal prediction', 'time series', 'large eddy simulation', 'regression model', 'concept drift', 'Land Use Regression', 'microscale variable', 'ML K model', 'decision tree', 'random forest', 'prediction importance level', 'spectral band and index', 'computational fluid dynamic', 'particle size', 'Simple decision tree model', 'solid liquid separation performance', 'Particle Swarm Optimization Random Forest', 'error value', 'empirical mode decomposition', 'extreme learning machine', 'R2 and RMSE', 'sample entropy', 'spatial statistic', 'regression tree', 'squares and Ridge Regression', 'regression tree model', 'device calibration', 'artificial neural network', 'metric learning', 'causal inference']",17,"[5, 14, 17, 26, 41, 50, 82, 94, 105, 142, 218, 229, 238, 292, 447, 498, 501]",39,2,30,"[4.5500001907000005, 4.5399999618999995, 4.4899997711, 4.5599999428, 4.4000000954, 4.3400001526, 4.5, 4.7399997711, 4.4099998474, 4.3699998856, 4.4299998283, 4.8000001907000005, 4.4099998474, 4.3699998856, 4.3699998856, 4.4699997902, 4.3899998665, 4.7199997902, 4.8099999428, 4.4000000954, 4.7800002098, 4.5100002289, 4.7199997902, 4.4200000763, 4.4899997711, 4.5, 4.6399998665, 4.4499998093, 4.3800001144, 4.4200000763, 4.4200000763, 4.7300000191, 4.5599999428, 4.3400001526, 4.4000000954]","[3.9300000668, 3.4800000191000002, 3.6900000572, 4.0100002289, 3.4800000191000002, 3.8499999046, 3.9400000572, 3.9600000381, 3.4100000858, 3.8800001144, 3.5899999142, 3.6300001144, 3.5699999332, 3.2599999905, 3.5299999714, 3.4000000954000003, 3.4400000572, 3.9000000954000003, 3.8099999428, 3.3699998856, 3.8299999237, 3.5499999523, 3.4000000954000003, 3.5, 3.6600000858, 3.3599998951, 3.6199998856, 3.6800000668, 3.3399999142, 3.3699998856, 3.3199999332, 3.4800000191000002, 3.7999999523, 3.6500000954000003, 3.5999999045999997]"
3,0.3626170456,18,"['urban environment Washington DC', 'Google Community Mobility Reports', 'Tianjin and Baoding', 'urbanization and city type', 'urban planning', 'urban environment', 'wuhan', 'imagery and Open Street Maps', 'African city', 'street level time lapse image', 'local stakeholder engagement', 'big data', 'different domain', 'dense heterogeneous urban environment', 'raw microblogging text', 'network information diffusion data', 'biomedical data analysis', 'massive urban data']",14,"[5, 14, 17, 26, 41, 50, 82, 229, 238, 292, 294, 447, 498, 501]",39,2,30,"[4.5500001907000005, 4.3400001526, 4.5700001717, 4.4800000191, 4.4800000191, 4.5300002098, 4.5500001907000005, 4.4400000572, 4.5799999237, 4.4400000572, 4.5599999428, 4.3899998665, 4.5799999237, 4.4099998474, 4.4000000954, 4.3299999237, 4.4600000381000005, 4.3699998856]","[4.25, 3.9500000477, 4.1199998856, 4.0, 4.0999999046, 4.1999998093, 4.0399999619, 4.2100000381000005, 4.1300001144, 4.2300000191, 4.1500000954, 3.7599999905, 4.0500001907, 4.0500001907, 4.0100002289, 3.8599998951, 3.5699999332, 4.0]"
