Group,score,NumPhrases,Key-phrases,NumDocs,DocIds,dimension,min_samples,min_cluster_size,x,y
1,0.8107280595,19,"['local annual heating demand dataset', 'large scale land use map', 'urban energy planning', 'South Korean smart city', 'urban planning', 'urbanization and climate', '4D building reconstruction', 'urban study', 'sustainable urban development', ""urban form's performance data"", 'urban layout', 'geocoding and data privacy', 'Urban planner', 'urban economy', 'Kazakhstan megalopolis', 'smart city', 'urban modeling algorithm', 'urban morphology', 'quantitative spatial model']",11,"[40, 70, 108, 132, 179, 207, 266, 275, 308, 357, 408]",37,9,19,"[1.5900000334, 1.6699999571, 1.5499999522999999, 1.7300000191, 1.6499999762000002, 1.6799999475, 1.5199999809, 1.6000000238, 1.6299999952, 1.5499999522999999, 1.6399999857, 1.7300000191, 1.6299999952, 1.6799999475, 1.6599999666, 1.7400000095, 1.6299999952, 1.5900000334, 1.6699999571]","[5.7199997902, 5.4000000954, 5.8400001526, 5.3899998665, 5.6999998093, 5.7300000191, 5.75, 5.6300001144, 5.6999998093, 5.7699999809, 5.5799999237, 5.4200000763, 5.6599998474, 5.7199997902, 5.6100001335, 5.4499998093, 5.5900001526, 5.6799998283, 5.5799999237]"
2,0.5040985632,27,"['Convolutional Neural Networks', 'simple linear model', 'neural network', 'design data', 'generate', 'ensemble model', 'meta XGBoost', 'baseline regressors', 'climate prediction', 'complex network', 'machine learning algorithm', 'height prediction', 'elevation data', 'machine learning technique', 'generative design method', 'deep learning algorithms', 'health monitoring', 'optimization theory', 'environmental monitoring task', 'necessary data processing technology', 'machine learning model', 'comprehensive taxonomy', 'hedonic price model', 'clustering method', 'characterize', 'prediction and Random Forest Regressor scores', 'weather parameter']",12,"[40, 54, 70, 108, 132, 179, 207, 266, 275, 308, 408, 442]",37,9,19,"[1.5499999522999999, 1.6399999857, 1.6299999952, 1.4299999475, 1.4199999571, 1.6299999952, 1.6000000238, 1.5800000429, 1.6299999952, 1.6799999475, 1.6000000238, 1.6000000238, 1.5199999809, 1.6399999857, 1.4400000572, 1.5700000525000002, 1.5099999905, 1.5299999714, 1.4900000095, 1.5700000525000002, 1.6399999857, 1.5800000429, 1.6200000048, 1.6299999952, 1.5599999428, 1.6100000143000002, 1.5599999428]","[5.1799998283, 5.6100001335, 5.1399998665, 5.6500000954, 5.8200001717, 5.4299998283, 5.4400000572, 5.5599999428, 5.5599999428, 5.1799998283, 5.3200001717, 5.5, 5.3499999046, 5.2899999618999995, 5.7300000191, 5.3499999046, 5.2800002098, 5.5399999618999995, 5.4000000954, 5.2800002098, 5.3800001144, 5.2399997711, 5.7199997902, 5.3400001526, 5.2199997902, 5.4899997711, 5.5700001717]"
3,0.14530571520000002,17,"['geometric design feature', 'engineering field', 'energy consumption', 'novel performance simulation', 'building energy modeling', 'environmental data', 'resilient structure', 'construction technique', 'intelligent unmanned technology', 'Building energy consumption', 'systematic review', 'unmanned aircraft flight simulation', 'airborne LiDAR source', 'cylinderical shape', 'UAV path planning algorithms', 'regional electric load forecasting', 'friendly energy source']",9,"[54, 70, 179, 207, 266, 275, 308, 357, 442]",37,9,19,"[1.3799999952, 1.4700000286, 1.4700000286, 1.5299999714, 1.5199999809, 1.5299999714, 1.4299999475, 1.4199999571, 1.5199999809, 1.5099999905, 1.5299999714, 1.5499999522999999, 1.5, 1.4099999666, 1.6000000238, 1.6399999857, 1.4800000191]","[5.7699999809, 5.6500000954, 5.6700000763, 5.6199998856, 5.8899998665, 5.3499999046, 5.8099999428, 5.7899999618999995, 5.3800001144, 5.8400001526, 5.4000000954, 5.4499998093, 5.4299998283, 5.6599998474, 5.3800001144, 5.6199998856, 5.7399997711]"
