Group,score,NumPhrases,Key-phrases,NumDocs,DocIds,dimension,min_samples,min_cluster_size,x,y
1,0.6422647663000001,21,"['ridge regression', 'deep learning algorithm', 'Long Short Term Memory Unit', 'machine learning', 'relevant body', 'systematic review', 'occupant', 'big data', 'modelling occupant behaviour', 'cellular automata', 'convolutional neural network', 'VCA model', 'Evolutionary Algorithms', 'wind speed ratio', 'multivariate adaptive regression spline approach', 'multiple performance criterion', 'engineering simulation', 'machine learning algorithm', 'artificial neural network', 'random forest and support vector regression', 'statistical model']",13,"[20, 80, 101, 192, 224, 239, 306, 322, 349, 409, 441, 481, 517]",59,2,20,"[5.4600000381000005, 5.5500001907000005, 5.6100001335, 5.4800000191, 5.6100001335, 5.6999998093, 5.6100001335, 5.5, 5.5599999428, 5.5900001526, 5.5599999428, 5.7300000191, 5.5900001526, 5.9000000954, 5.4899997711, 5.7300000191, 5.7899999618999995, 5.5100002289, 5.5399999618999995, 5.4800000191, 5.6300001144]","[4.6799998283, 4.8000001907000005, 4.75, 4.7199997902, 4.5, 4.5999999046, 4.3899998665, 4.6500000954, 4.4400000572, 4.7600002289, 4.7100000381000005, 4.5900001526, 4.6999998093, 4.3699998856, 4.6300001144, 4.5900001526, 4.5199999809, 4.7100000381000005, 4.7399997711, 4.6799998283, 4.6100001335]"
2,0.4471866054,28,"['urban morphology and vitality measure', 'historical heritage conservation', 'source big geospatial data', 'Chinese city', 'fog', 'spatial temporal granularity and cluster analysis', 'residential building', 'urban transportation and building', 'centric urban data', 'urban land use change', 'developmental potential', 'outdoor computational fluid dynamic', 'key design variable', 'current building code', 'urban design parameter', 'generative design approach', 'Architectural Design Futures', 'Computational Urban Studies', 'Drone 3D', 'high Rise Building Group Morphology Generation Approach', 'urban design decision making', 'urban geometric form and performance criterion function', 'sky opening', 'university building', 'Roman Corinthian order capital', 'architectural design', 'surface point', 'detail composition']",13,"[20, 80, 101, 192, 224, 239, 322, 349, 403, 409, 441, 481, 517]",59,2,20,"[5.8000001907000005, 5.7899999618999995, 5.5500001907000005, 5.75, 5.8099999428, 5.5900001526, 5.8099999428, 5.8800001144, 5.6399998665, 5.7699999809, 5.75, 5.8800001144, 5.8000001907000005, 5.8299999237, 5.8499999046, 5.7399997711, 5.7699999809, 5.6900000572, 5.8200001717, 5.8099999428, 5.7899999618999995, 5.8000001907000005, 5.8000001907000005, 5.8299999237, 5.8200001717, 5.7899999618999995, 5.7899999618999995, 5.7699999809]","[4.4200000763, 4.4899997711, 4.5999999046, 4.4099998474, 4.3099999428, 4.5399999618999995, 4.3200001717, 4.4000000954, 4.5100002289, 4.4800000191, 4.6199998856, 4.3400001526, 4.5900001526, 4.4200000763, 4.3899998665, 4.5700001717, 4.5799999237, 4.5, 4.3000001907, 4.3899998665, 4.5300002098, 4.4699997902, 4.3099999428, 4.4000000954, 4.4299998283, 4.5100002289, 4.4000000954, 4.4299998283]"
3,0.32760875910000004,20,"['sustainable smart city', 'real time health care data', 'novel IoT', 'accurate electric consumption forecasting', 'spatial and temporal ensemble forecasting model', 'climate solution research', 'urban behaviour and energy modelling', 'Smart Cities', 'Microgrid and Solar Thermal Field Energy Surpluses', 'short Term Load Forecasting', 'Electric Vehicles', 'Effective urban ventilation', 'sustainable campus', 'optimal solar potential', 'Upcycling Waste Corrugated Cardboard', 'sustainable and green campus', 'urban scale energy prediction', 'building energy simulation', ""city's energy benchmarking data"", 'energy disclosure policy']",11,"[80, 101, 192, 224, 306, 322, 349, 403, 409, 441, 517]",59,2,20,"[5.8299999237, 5.5500001907000005, 5.6700000763, 5.7100000381000005, 5.6100001335, 5.9099998474, 5.7800002098, 5.6900000572, 5.8600001335, 5.6599998474, 5.8000001907000005, 5.9000000954, 5.8699998856, 5.8499999046, 5.9200000763, 5.9099998474, 5.7600002289, 5.8499999046, 5.8499999046, 5.8000001907000005]","[4.4600000381000005, 4.6199998856, 4.5199999809, 4.5700001717, 4.5999999046, 4.5, 4.4600000381000005, 4.4899997711, 4.5199999809, 4.5799999237, 4.4899997711, 4.3800001144, 4.4800000191, 4.5100002289, 4.3899998665, 4.4699997902, 4.5399999618999995, 4.4800000191, 4.5, 4.5199999809]"
