,parent,child,lambda_val,child_size
0,593,244,4672.017822333612,1
1,593,397,4888.4662004662005,1
2,593,276,5159.045510455105,1
3,593,503,5366.991682661548,1
4,593,277,5504.335958005249,1
5,593,110,5559.0510271703115,1
6,593,468,6283.601498127341,1
7,593,282,7115.019508057676,1
8,593,246,7446.611628939192,1
9,593,26,7446.611628939192,1
10,593,219,7570.9458483754515,1
11,593,445,7832.500466853408,1
12,593,515,7847.154349859682,1
13,593,130,8301.442850074221,1
14,593,264,8313.783944499504,1
15,593,327,8409.632080200501,1
16,593,14,8494.792911392406,1
17,593,511,8503.403953370502,1
18,593,148,8555.439061703213,1
19,593,80,8701.8755186722,1
20,593,400,8783.88272251309,1
21,593,346,8811.563025210084,1
22,593,406,8816.19337887546,1
23,593,261,8928.800425758382,1
24,593,239,9305.166943982253,1
25,593,158,9446.63063063063,1
26,593,225,9709.037037037036,1
27,593,175,9915.612293144208,1
28,593,377,9968.636957813429,1
29,593,443,9992.385944014295,1
30,593,108,10082.461538461539,1
31,593,215,10125.05491852746,1
32,593,484,10174.175864160097,1
33,593,102,10318.09102091021,1
34,593,230,10330.79802955665,1
35,593,347,10330.79802955665,1
36,593,454,10571.654694391935,1
37,593,42,10845.00064641241,1
38,593,518,11110.739072847682,1
39,593,24,11140.249667994687,1
40,593,63,11147.651827242526,1
41,593,122,11192.272181454302,1
42,593,197,11305.401617250674,1
43,593,55,11320.658569500674,1
44,593,159,11428.621253405994,1
45,593,251,11530.73264604811,1
46,593,61,11562.519641626464,1
47,593,222,11618.570637119114,1
48,593,374,11650.844444444445,1
49,593,28,11675.167710508003,1
50,593,121,11699.592747559274,1
51,593,405,11848.316384180791,1
52,593,46,11924.105188343994,1
53,593,178,11958.101211689238,1
54,593,100,11975.172019985725,1
55,593,87,11983.725714285714,1
56,593,27,11992.291636883489,1
57,593,591,12061.262401150252,1
58,593,131,12061.262401150252,1
59,593,505,12087.331412103746,1
60,593,333,12122.265895953757,1
61,593,139,12157.402898550725,1
62,593,481,12192.744186046511,1
63,593,354,12210.491994177584,1
64,593,416,12255.08838568298,1
65,593,581,12282.002928257687,1
66,593,220,12300.011730205279,1
67,593,125,12381.70922509225,1
68,593,203,12418.368615840118,1
69,593,64,12455.24573125464,1
70,593,147,12464.499257057949,1
71,593,217,12473.76654275093,1
72,593,162,12492.342516753537,1
73,593,17,12520.310447761194,1
74,593,70,12557.79640718563,1
75,593,368,12576.623688155922,1
76,593,56,12595.507507507507,1
77,593,495,12652.500754147813,1
78,593,4,12700.39061317184,1
79,593,313,12710.012121212121,1
80,593,288,12719.648218347233,1
81,593,265,12748.644376899696,1
82,593,462,12758.339163498098,1
83,593,20,12797.266209000763,1
84,593,67,12797.266209000763,1
85,593,60,12846.260336906586,1
86,593,362,12975.418406805878,1
87,593,165,12975.418406805878,1
88,593,193,12995.519752130132,1
89,593,498,13046.0466562986,1
90,593,201,13046.0466562986,1
91,593,184,13148.288401253918,1
92,593,53,13179.2741555381,1
93,593,273,13200.012588512982,1
94,593,421,13220.816390858945,1
95,593,248,13262.621343873518,1
96,593,574,13315.250793650794,1
97,593,477,13315.250793650794,1
98,593,306,13551.870759289177,1
99,593,478,13573.79935275081,1
100,593,369,13617.87012987013,1
101,593,446,13651.111472742066,1
102,593,380,13684.515497553019,1
103,593,57,13684.515497553019,1
104,593,576,13740.553644553645,1
105,593,452,13854.018166804293,1
106,593,214,13854.018166804293,1
107,593,195,13888.423841059603,1
108,593,348,13923.000829875518,1
109,593,179,13934.564784053156,1
110,593,260,13957.750415973378,1
111,593,187,14004.353923205343,1
112,593,553,14086.663308144416,1
113,593,536,14134.133108677337,1
114,593,570,14157.988185654009,1
115,593,18,14205.940728196443,1
116,593,78,14230.039016115352,1
117,593,253,14230.039016115352,1
118,593,75,14254.219201359389,1
119,593,453,14351.76732249786,1
120,593,563,14364.054794520547,1
121,593,437,14388.692967409948,1
122,593,387,14388.692967409948,1
123,593,19,14388.692967409948,1
124,593,167,14413.415807560137,1
125,593,321,14500.618841832325,1
126,593,135,14500.618841832325,1
127,593,514,14538.315424610051,1
128,593,336,14550.924544666088,1
129,593,13,14588.88347826087,1
130,593,272,14601.58050478677,1
131,593,196,14639.804537521815,1
132,593,268,14639.804537521815,1
133,593,366,14639.804537521815,1
134,593,0,14639.804537521815,1
135,593,25,14665.398601398601,1
136,593,69,14665.398601398601,1
137,593,227,14678.229221347332,1
138,593,382,14691.0823117338,1
139,593,114,14703.957931638914,1
140,593,480,14716.856140350877,1
141,593,399,14755.686895338611,1
142,593,535,14833.966401414677,1
143,593,510,14833.966401414677,1
144,593,49,14847.093805309734,1
145,593,316,14939.640249332146,1
146,593,304,14939.640249332146,1
147,593,39,14952.955436720142,1
148,593,23,15033.347670250896,1
149,593,561,15155.570009033423,1
150,593,295,15155.570009033423,1
151,593,33,15155.570009033423,1
152,593,163,15196.753623188406,1
153,593,303,15196.753623188406,1
154,593,35,15210.531278331822,1
155,593,396,15252.014545454545,1
156,593,216,15265.89262966333,1
157,593,394,15434.421343146274,1
158,593,292,15448.633517495397,1
159,593,66,15448.633517495397,1
160,593,142,15462.871889400922,1
161,593,74,15462.871889400922,1
162,593,330,15491.427516158818,1
163,593,106,15534.45925925926,1
164,593,38,15548.856348470807,1
165,593,592,15563.280148423006,1
166,593,439,15563.280148423006,1
167,593,213,15563.280148423006,1
168,593,151,15563.280148423006,1
169,593,205,15606.712558139536,1
170,593,172,15650.388059701492,1
