HDBSCAN_Cluster,Percent,NumDocs,DocIds
-1,0.7380952380952381,93,"[1, 12, 20, 21, 33, 36, 40, 47, 53, 54, 56, 58, 61, 64, 67, 68, 70, 75, 76, 80, 88, 98, 101, 103, 108, 109, 111, 112, 121, 132, 143, 148, 149, 150, 151, 152, 166, 173, 174, 179, 192, 199, 205, 207, 221, 224, 239, 246, 250, 266, 275, 278, 279, 284, 297, 306, 308, 322, 332, 349, 354, 357, 369, 377, 381, 385, 386, 390, 399, 400, 403, 408, 409, 414, 441, 442, 446, 448, 471, 481, 487, 506, 517, 518, 532, 541, 558, 564, 566, 568, 580, 581, 583]"
0,0.14285714285714285,18,"[19, 24, 45, 123, 181, 195, 214, 223, 227, 255, 335, 350, 366, 406, 508, 521, 596, 597]"
1,0.11904761904761904,15,"[25, 27, 81, 131, 159, 176, 217, 232, 248, 253, 329, 351, 380, 424, 514]"
