HDBSCAN_Cluster,Percent,NumDocs,DocIds
-1,0.5227272727272727,23,"[2, 35, 48, 49, 51, 52, 86, 154, 157, 206, 268, 277, 287, 325, 367, 376, 411, 474, 477, 523, 529, 534, 595]"
0,0.25,11,"[31, 77, 170, 269, 271, 280, 313, 340, 429, 472, 489]"
1,0.22727272727272727,10,"[116, 177, 196, 341, 404, 416, 488, 492, 505, 533]"
